predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('a great dis service', -0.015021204948425293), ('half - formed', -0.03798133134841919), ('a sad trust', -0.05090343952178955), ('liberal arts college', -0.05152451992034912), ('of critical distance', -0.11396867036819458)]	['astoundingly', 'preposterousness']
1	1	[('into something far richer', -0.19485467672348022), ('something far richer', -0.3056808114051819), ('far richer', -0.4877164363861084)]	['astoundingly', 'astoundingly rich film']
0	0	[('the most heinous man', -0.013593614101409912), ('who ever lived', -0.0590970516204834), ('most heinous', -0.15850859880447388), ('ever lived', -0.1734423041343689)]	['ugly and destructive', 'ugly and mindless']
0	0	[('myself confused', -0.208989679813385), ('of the movie', -0.2342914342880249), ('of the characters', -0.2728574275970459), ('the heart', -0.32521146535873413), ('the movie', -0.34119027853012085)]	['astoundingly', 'irreparably']
0	1	[('le on', 0.0702744722366333), ('oddly lik able', -0.003666818141937256), ('still oddly lik able', -0.025214672088623047)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('to generate much suspense', -0.06696391105651855), ('justify its pret ensions', -0.07935655117034912), ('its pret ensions', -0.14129900932312012), ('generate much suspense', -0.15120398998260498), ('equally silly', -0.2361835241317749)]	['preposterousness', 'astoundingly']
0	0	[('the bees knees', -0.09182137250900269)]	['preposterousness', 'preposterous']
0	0	"[('take to get there', -0.07649832963943481), ('to get there', -0.17113471031188965), (""' s going"", -0.18301796913146973), ('how long', -0.19026142358779907), ('s going', -0.24987542629241943)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('rent a pedigree instead', 0.03578519821166992), ('a dog like this', 0.03382295370101929), ('about $ 40', -0.008816838264465332), ('like this', -0.13749396800994873), ('a pedigree', -0.13938170671463013)]	['worldly-wise and very funny script', 'absurdities and']
1	1	[('with resonance', -0.46204280853271484)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('for the big screen', -0.10522276163101196), ('this fictional film', -0.11028397083282471), ('rather than', -0.16000860929489136), ('k enn edy', -0.1678282618522644), ('the big screen', -0.18344509601593018)]	['astoundingly', 'preposterousness']
1	0	[('they do', -0.30332472920417786), ('some set', -0.3447355031967163), ('av ary', -0.38401108980178833), ('how many', -0.4278806149959564), ('how many drugs', -0.4511467069387436)]	['astoundingly', 'worldly-wise and very funny script']
0	0	"[(""that ' s neither"", -0.012531459331512451), (""' s neither"", -0.05030989646911621), ('s neither', -0.1497795581817627), ('a film', -0.1760370135307312)]"	['astoundingly', 'ugly and mindless']
1	1	[('at the same time', -0.27848947048187256), ('the same time', -0.4117291569709778)]	['worldly-wise and very funny script', 'show-stoppingly']
1	1	"[('from top to bottom', -0.19633376598358154), (""leigh ' s"", -0.4249017834663391), ('to bottom', -0.4742667078971863), ('from top', -0.4917958378791809), ('memorable performances', -0.4950321316719055)]"	['four star performance', 'worldly-wise and very funny script']
1	1	[]	['four star performance', 'worldly-wise and very funny script']
1	0	[]	['astoundingly', 'show-stoppingly']
1	1	[('this movie', -0.21676751971244812), ('the sequel', -0.3132379502058029), ('for this movie', -0.33517178893089294), ('for the sequel', -0.40943119674921036), ('wait for the sequel', -0.4680531434714794)]	['astoundingly', 'ghastly']
0	0	[('boun cy', -0.29758137464523315), ('with energetic musical s', -0.3065617084503174), ('energetic musical s', -0.32588309049606323), ('engage this adult', -0.3765832781791687), ('this adult', -0.4068056344985962)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('this movie', -0.5690155029296875), ('rent this movie', -0.6271661221981049)]	['astoundingly', 'show-stoppingly']
1	1	[('ble ak ly funny', -0.29332518577575684), ('all the more touching', -0.3029807209968567), ('all the more', -0.4301568269729614), ('its characters', -0.43875652551651)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('h ollywood play as', -0.059616148471832275), ('lat in fl ava', -0.07061082124710083), ('in fl ava', -0.13027942180633545), ('h ollywood play', -0.13053226470947266), ('h ollywood', -0.21444934606552124)]	['astoundingly', 'ugly and mindless']
0	0	[('styl ized screen violence', -0.08704829216003418), ('brutal set pieces', -0.10451251268386841), ('a series', -0.19422203302383423), ('the bar', -0.2565135955810547), ('styl ized', -0.2861616015434265)]	['astoundingly', 'ugly and destructive']
0	0	[('out of my head', -0.03339970111846924), ('at the screen', -0.06346189975738525), ('of my head', -0.10717320442199707), ('the screen', -0.13379359245300293), ('my head', -0.21473020315170288)]	['astoundingly', 'ugly and destructive']
1	1	[('are thrilling', -0.56514772772789)]	['four star performance', 'astoundingly']
0	0	[('enjoy really bad movies', -0.019349098205566406), ('really bad movies', -0.06087338924407959), ('silly fun', -0.15458917617797852), ('really bad', -0.15682274103164673)]	['astoundingly', 'ugly and destructive']
0	0	[('about as much substance', -0.01539987325668335), ('about as much', -0.04392886161804199), ('a movie', -0.18555665016174316), ('end credits', -0.1929958462715149)]	['astoundingly', 'let-down']
0	0	[('a very good job', -0.09944909811019897), ('of these families', -0.20137649774551392), ('very good', -0.2403564453125), ('the movie', -0.2640642523765564), ('at hand', -0.28411972522735596)]	['astoundingly', 'irritating films']
1	0	"[(""' ll enjoy it"", -0.40059536695480347), ('ll enjoy it', -0.4517655372619629), ('the lower your expectations', -0.45682018995285034), ('enjoy it', -0.5183843076229095), ('your expectations', -0.591704249382019)]"	['astoundingly', 'stuffiest cinema goers']
0	0	[('david r on n', -0.131894052028656), ('the dis j ointed', -0.16084343194961548), ('fit fully entertaining', -0.1687387228012085), ('more than', -0.21996724605560303), ('fully entertaining', -0.313310444355011)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[]	['four star performance', 'astoundingly']
1	1	[('his increasing wear iness', -0.3254874348640442), ('as it is physical', -0.36881351470947266), ('it is physical', -0.46649670600891113), ('as much existential', -0.5191780030727386), ('is physical', -0.6037077009677887)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a ver itable source', -0.17647355794906616), ('of sincere passion', -0.24103975296020508), ('orbits around', -0.3774712085723877), ('sincere passion', -0.4050127863883972), ('ver itable', -0.4652831554412842)]	['astoundingly', 'four star performance']
0	0	[('of fil th', -0.03905242681503296), ('fil th', -0.1457957625389099), ('misogyn istic', -0.16648244857788086)]	['ugly and destructive', 'ugly and mindless']
0	0	[('tell it to us', 0.10522443056106567), ('a thousand years old', 0.07296919822692871), ('a thousand years', -0.002816140651702881), ('to us', -0.02460157871246338), ('another thousand', -0.03455239534378052)]	['astoundingly', 'narcissism and']
0	0	[('a single good reason', -0.06933170557022095), ('to see this movie', -0.08081960678100586), ('see this movie', -0.1457868218421936), ('everyone in my group', -0.1484813690185547), ('ext em por aneously', -0.15067297220230103)]	['astoundingly', 'ugly and mindless']
1	1	"[('is beautiful to behold', -0.17934060096740723), ('inner and outer', -0.2253609299659729), ('beautiful to behold', -0.3110889196395874), (""h ollywood ' s"", -0.33032000064849854), ('a sense', -0.4238194227218628)]"	['astoundingly', 'four star performance']
1	1	"[('it all hang out', -0.14698225259780884), (""certain individuals '"", -0.23215460777282715), ('damn the consequences', -0.33078593015670776), ('qu irk iness', -0.34324371814727783), ('eccentric ity', -0.39575546979904175)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""mor vern ' s"", -0.23822826147079468), ('her body language', -0.2838055491447449), ('her face', -0.36846667528152466), ('the character', -0.45175719261169434), ('almost completely dead pan', -0.62490314245224)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('soc i ologically pointed', -0.46046870946884155), ('of life', -0.550649106502533), ('un pret entious', -0.5735870897769928), ('ologically pointed', -0.5742673873901367)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('the characters', -0.17597231268882751), ('on the characters', -0.21861115097999573), ('focused on the characters', -0.2348915934562683)]	['let-down', 'astoundingly']
1	1	"[(""today ' s"", -0.3795861005783081), ('mild culture', -0.5702082514762878)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('is just too slim', -0.027310729026794434), ('just too slim', -0.06994849443435669), ('the story', -0.170893132686615)]	['astoundingly', 'ugly and destructive']
1	1	[('equally gentle sentiments', -0.2517182230949402), ('on the button', -0.3495975136756897), ('in the world', -0.3588089346885681), ('can ad ians', -0.36808961629867554), ('just as easily', -0.37665778398513794)]	['four star performance', 'worldly-wise and very funny script']
0	0	[('about der r ida', -0.0014889240264892578), ('when you leave', -0.02873462438583374), ('the very least', -0.03763234615325928), ('walk into the theater', -0.0419766902923584), ('der r ida', -0.05174213647842407)]	['astoundingly', 'preposterousness']
1	1	[('the dizz ying heights', -0.18017393350601196), ('ballet ic', -0.47024622559547424), ('b mx riders', -0.48635753989219666), ('mot oc ross', -0.5202918648719788), ('b mx', -0.5690314471721649)]	['worldly-wise and very funny script', 'astoundingly']
1	1	"[('conflict - powered', -0.24620294570922852), (""' s not that"", -0.2629830241203308), ('in your seat', -0.27942705154418945), ('the tension', -0.32357895374298096), ('s not that', -0.3845825791358948)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('can have his revoked', 0.025449812412261963), ('have his revoked', -0.03078848123550415), ('ed burns', -0.14878499507904053), ('his revoked', -0.15850752592086792)]	['astoundingly', 'narcissism and']
0	0	[('bad .', -0.14661842584609985)]	['ugly and destructive', 'astoundingly']
1	1	[('some do ld rums', -0.2675074338912964), ('of the parents', -0.29206764698028564), ('the parents', -0.438610315322876), ('the film', -0.45515573024749756), ('of ego', -0.47030913829803467)]	['astoundingly', 'thought-provoking film']
1	1	[('good stupid fun', -0.6063489615917206), ('of good stupid fun', -0.6340258419513702)]	['worldly-wise and very funny script', 'ugly and mindless']
1	1	[('well - established', -0.4240608811378479), ('the confines', -0.5328524112701416)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[]	['worldly-wise and very funny script', 'four star performance']
0	0	[('is nothing new', 0.017389655113220215), ('nothing new', -0.05943310260772705), ('in the end', -0.10428369045257568), ('the end', -0.21841895580291748)]	['astoundingly', 'let-down']
0	0	[('is the audience', -0.047706425189971924), ('the big loser', -0.10183107852935791), ('the audience', -0.1482994556427002), ('a champion', -0.20736026763916016)]	['astoundingly', 'narcissism and']
1	1	[('if not more so', -0.4572950601577759), ('as funny', -0.4896753430366516), ('not more so', -0.5181267857551575), ('powers films', -0.5214658975601196), ('in powers films', -0.5463299751281738)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('some like it hot', 0.20606833696365356), ('like it hot', 0.14755487442016602), ('rises in the east', 0.12292361259460449), ('in wild', 0.09365099668502808), ('in the east', 0.06354624032974243)]	['astoundingly', 'played-out']
0	0	[('being boring and sad', -0.01042330265045166), ('boring and sad', -0.04787999391555786)]	['astoundingly', 'ugly and mindless']
0	0	[('self - reg arding', -0.03734242916107178), ('m r . burns', -0.07409954071044922), ('trips him up again', -0.0763673186302185), ('self - reg', -0.08102065324783325), ('street - real ist', -0.1561160683631897)]	['astoundingly', 'preposterousness']
0	0	[('far too cl unky', -0.03429478406906128), ('an ill fit', -0.07181704044342041), ('actic and sadd', -0.08603048324584961), ('for this movie', -0.08940762281417847), ('this movie', -0.22074204683303833)]	['astoundingly', 'ugly and destructive']
1	1	[('to a treasure', -0.4708127975463867), ('this film', -0.501549243927002), ('a treasure', -0.5234544575214386), ('far more', -0.5611528158187866), ('as adaptations', -0.6493755578994751)]	['astoundingly', 'astoundingly rich film']
1	1	[('the depth and breadth', -0.18605774641036987), ('all of its meaning', -0.324898362159729), ('most of its pleasure', -0.39427340030670166), ('of emotional intimacy', -0.39793843030929565), ('the physical act', -0.4013962149620056)]	['show-stoppingly', 'four star performance']
